Channel,Date,New fans,Region,Fans
Twitter,1/3/2015 0:00,2,Australia,4752
Twitter,1/3/2015 0:00,24,India,10713
Twitter,1/3/2015 0:00,65,Indonesia,105476
Twitter,1/3/2015 0:00,4,Malaysia,4612
Twitter,1/3/2015 0:00,1,New Zealand,4915
Twitter,1/3/2015 0:00,3,Philippines,2583
Twitter,1/3/2015 0:00,1,Singapore,298
Facebook,2/3/2015 0:00,-4,Australia,115071
Facebook,2/3/2015 0:00,48,India,356787
Facebook,2/3/2015 0:00,136,Indonesia,295395
Facebook,2/3/2015 0:00,1,Malaysia,212397
Facebook,2/3/2015 0:00,10,New Zealand,29290
Facebook,2/3/2015 0:00,10,Philippines,51461
Facebook,2/3/2015 0:00,-10,Singapore,90614
Instagram,2/3/2015 0:00,48,Australia,18912
Instagram,2/3/2015 0:00,37,India,16803
Instagram,2/3/2015 0:00,99,Indonesia,41283
Instagram,2/3/2015 0:00,47,Malaysia,9499
Instagram,2/3/2015 0:00,7,New Zealand,1826
Instagram,2/3/2015 0:00,-5,Singapore,4170
Twitter,2/3/2015 0:00,0,Australia,4752
Twitter,2/3/2015 0:00,11,India,10724
Twitter,2/3/2015 0:00,-33,Indonesia,105443
Twitter,2/3/2015 0:00,2,Malaysia,4614
Twitter,2/3/2015 0:00,1,New Zealand,4916
Twitter,2/3/2015 0:00,3,Philippines,2586
Twitter,2/3/2015 0:00,1,Singapore,299
Facebook,3/3/2015 0:00,-9,Australia,115062
Facebook,3/3/2015 0:00,10,India,356797
Facebook,3/3/2015 0:00,85,Indonesia,295480
Facebook,3/3/2015 0:00,14,Malaysia,212411
Facebook,3/3/2015 0:00,4,New Zealand,29294
Facebook,3/3/2015 0:00,11,Philippines,51472
Facebook,3/3/2015 0:00,-4,Singapore,90610
Instagram,3/3/2015 0:00,-1,Australia,18911
Instagram,3/3/2015 0:00,-2,India,16801
Instagram,3/3/2015 0:00,16,Indonesia,41299
Instagram,3/3/2015 0:00,14,Malaysia,9513
Instagram,3/3/2015 0:00,-2,New Zealand,1824
Instagram,3/3/2015 0:00,1,Singapore,4171
Twitter,3/3/2015 0:00,2,Australia,4754
Twitter,3/3/2015 0:00,7,India,10731
Twitter,3/3/2015 0:00,43,Indonesia,105486
Twitter,3/3/2015 0:00,3,Malaysia,4617
Twitter,3/3/2015 0:00,4,New Zealand,4920
Twitter,3/3/2015 0:00,2,Philippines,2588
Twitter,3/3/2015 0:00,0,Singapore,299
Facebook,4/3/2015 0:00,-12,Australia,115050
Facebook,4/3/2015 0:00,-42,India,356755
Facebook,4/3/2015 0:00,21,Indonesia,295501
Facebook,4/3/2015 0:00,6,Malaysia,212417
Facebook,4/3/2015 0:00,15,New Zealand,29309
Facebook,4/3/2015 0:00,16,Philippines,51488
Facebook,4/3/2015 0:00,-6,Singapore,90604
Instagram,4/3/2015 0:00,51,Australia,18962
Instagram,4/3/2015 0:00,97,India,16898
Instagram,4/3/2015 0:00,150,Indonesia,41449
Instagram,4/3/2015 0:00,29,Malaysia,9542
Instagram,4/3/2015 0:00,8,New Zealand,1832
Instagram,4/3/2015 0:00,10,Singapore,4181
Twitter,4/3/2015 0:00,-1,Australia,4753
Twitter,4/3/2015 0:00,18,India,10749
Twitter,4/3/2015 0:00,39,Indonesia,105525
Twitter,4/3/2015 0:00,5,Malaysia,4622
Twitter,4/3/2015 0:00,2,New Zealand,4922
Twitter,4/3/2015 0:00,1,Philippines,2589
Twitter,4/3/2015 0:00,0,Singapore,299
Facebook,5/3/2015 0:00,-7,Australia,115043
Facebook,5/3/2015 0:00,312,India,357067
Facebook,5/3/2015 0:00,31,Indonesia,295532
Facebook,5/3/2015 0:00,8,Malaysia,212425
Facebook,5/3/2015 0:00,7,New Zealand,29316
Facebook,5/3/2015 0:00,8,Philippines,51496
Facebook,5/3/2015 0:00,-4,Singapore,90600
Instagram,5/3/2015 0:00,26,Australia,18988
Instagram,5/3/2015 0:00,41,India,16939
Instagram,5/3/2015 0:00,64,Indonesia,41513
Instagram,5/3/2015 0:00,21,Malaysia,9563
Instagram,5/3/2015 0:00,7,New Zealand,1839
Instagram,5/3/2015 0:00,7,Singapore,4188
Twitter,5/3/2015 0:00,2,Australia,4755
Twitter,5/3/2015 0:00,34,India,10783
Twitter,5/3/2015 0:00,48,Indonesia,105573
Twitter,5/3/2015 0:00,2,Malaysia,4624
Twitter,5/3/2015 0:00,0,New Zealand,4922
Twitter,5/3/2015 0:00,2,Philippines,2591
Twitter,5/3/2015 0:00,0,Singapore,299
Facebook,6/3/2015 0:00,-8,Australia,115035
Facebook,6/3/2015 0:00,312,India,357379
Facebook,6/3/2015 0:00,30,Indonesia,295562
Facebook,6/3/2015 0:00,7,Malaysia,212432
Facebook,6/3/2015 0:00,6,New Zealand,29322
Facebook,6/3/2015 0:00,7,Philippines,51503
Facebook,6/3/2015 0:00,-5,Singapore,90595
Instagram,6/3/2015 0:00,23,Australia,19011
Instagram,6/3/2015 0:00,57,India,16996
Instagram,6/3/2015 0:00,85,Indonesia,41598
Instagram,6/3/2015 0:00,20,Malaysia,9583
Instagram,6/3/2015 0:00,7,New Zealand,1846
Instagram,6/3/2015 0:00,6,Singapore,4194
Twitter,6/3/2015 0:00,2,Australia,4757
Twitter,6/3/2015 0:00,34,India,10817
Twitter,6/3/2015 0:00,47,Indonesia,105620
Twitter,6/3/2015 0:00,2,Malaysia,4626
Twitter,6/3/2015 0:00,-1,New Zealand,4921
Twitter,6/3/2015 0:00,2,Philippines,2593
Twitter,6/3/2015 0:00,0,Singapore,299
Facebook,7/3/2015 0:00,-11,Australia,115024
Facebook,7/3/2015 0:00,403,India,357782
Facebook,7/3/2015 0:00,20,Indonesia,295582
Facebook,7/3/2015 0:00,30,Malaysia,212462
Facebook,7/3/2015 0:00,5,New Zealand,29327
Facebook,7/3/2015 0:00,41,Philippines,51544
Facebook,7/3/2015 0:00,-7,Singapore,90588
Instagram,7/3/2015 0:00,31,Australia,19042
Instagram,7/3/2015 0:00,46,India,17042
Instagram,7/3/2015 0:00,62,Indonesia,41660
Instagram,7/3/2015 0:00,45,Malaysia,9628
Instagram,7/3/2015 0:00,5,New Zealand,1851
Instagram,7/3/2015 0:00,1,Singapore,4195
Twitter,7/3/2015 0:00,5,Australia,4762
Twitter,7/3/2015 0:00,15,India,10832
Twitter,7/3/2015 0:00,33,Indonesia,105653
Twitter,7/3/2015 0:00,1,Malaysia,4627
Twitter,7/3/2015 0:00,1,New Zealand,4922
Twitter,7/3/2015 0:00,-3,Philippines,2590
Twitter,7/3/2015 0:00,1,Singapore,300
Facebook,8/3/2015 0:00,5,Australia,115029
Facebook,8/3/2015 0:00,536,India,358318
Facebook,8/3/2015 0:00,26,Indonesia,295608
Facebook,8/3/2015 0:00,24,Malaysia,212486
Facebook,8/3/2015 0:00,12,New Zealand,29339
Facebook,8/3/2015 0:00,52,Philippines,51596
Facebook,8/3/2015 0:00,30,Singapore,90618
Instagram,8/3/2015 0:00,27,Australia,19069
Instagram,8/3/2015 0:00,24,India,17066
Instagram,8/3/2015 0:00,112,Indonesia,41772
Instagram,8/3/2015 0:00,41,Malaysia,9669
Instagram,8/3/2015 0:00,5,New Zealand,1856
Instagram,8/3/2015 0:00,5,Singapore,4200
Twitter,8/3/2015 0:00,-1,Australia,4761
Twitter,8/3/2015 0:00,12,India,10844
Twitter,8/3/2015 0:00,53,Indonesia,105706
Twitter,8/3/2015 0:00,4,Malaysia,4631
Twitter,8/3/2015 0:00,3,New Zealand,4925
Twitter,8/3/2015 0:00,0,Philippines,2590
Twitter,8/3/2015 0:00,1,Singapore,301
Facebook,9/3/2015 0:00,3,Australia,115032
Facebook,9/3/2015 0:00,548,India,358866
Facebook,9/3/2015 0:00,34,Indonesia,295642
Facebook,9/3/2015 0:00,9,Malaysia,212495
Facebook,9/3/2015 0:00,15,New Zealand,29354
Facebook,9/3/2015 0:00,2,Philippines,51598
Facebook,9/3/2015 0:00,52,Singapore,90670
Instagram,9/3/2015 0:00,22,Australia,19091
Instagram,9/3/2015 0:00,56,India,17122
Instagram,9/3/2015 0:00,121,Indonesia,41893
Instagram,9/3/2015 0:00,26,Malaysia,9695
Instagram,9/3/2015 0:00,1,New Zealand,1857
Instagram,9/3/2015 0:00,0,Singapore,4200
Twitter,9/3/2015 0:00,1,Australia,4762
Twitter,9/3/2015 0:00,2,India,10846
Twitter,9/3/2015 0:00,37,Indonesia,105743
Twitter,9/3/2015 0:00,0,Malaysia,4631
Twitter,9/3/2015 0:00,3,New Zealand,4928
Twitter,9/3/2015 0:00,2,Philippines,2592
Twitter,9/3/2015 0:00,1,Singapore,302
Facebook,10/3/2015 0:00,1,Australia,115033
Facebook,10/3/2015 0:00,556,India,359422
Facebook,10/3/2015 0:00,24,Indonesia,295666
Facebook,10/3/2015 0:00,44,Malaysia,212539
Facebook,10/3/2015 0:00,13,New Zealand,29367
Facebook,10/3/2015 0:00,2,Philippines,51600
Facebook,10/3/2015 0:00,79,Singapore,90749
Instagram,10/3/2015 0:00,13,Australia,19104
Instagram,10/3/2015 0:00,31,India,17153
Instagram,10/3/2015 0:00,89,Indonesia,41982
Instagram,10/3/2015 0:00,37,Malaysia,9732
Instagram,10/3/2015 0:00,7,New Zealand,1864
Instagram,10/3/2015 0:00,4,Singapore,4204
Twitter,10/3/2015 0:00,2,Australia,4764
Twitter,10/3/2015 0:00,10,India,10856
Twitter,10/3/2015 0:00,53,Indonesia,105796
Twitter,10/3/2015 0:00,6,Malaysia,4637
Twitter,10/3/2015 0:00,2,New Zealand,4930
Twitter,10/3/2015 0:00,-1,Philippines,2591
Twitter,10/3/2015 0:00,0,Singapore,302
Facebook,11/3/2015 0:00,7,Australia,115040
Facebook,11/3/2015 0:00,445,India,359867
Facebook,11/3/2015 0:00,127,Indonesia,295793
Facebook,11/3/2015 0:00,30,Malaysia,212569
Facebook,11/3/2015 0:00,2,New Zealand,29369
Facebook,11/3/2015 0:00,6,Philippines,51606
Facebook,11/3/2015 0:00,55,Singapore,90804
Instagram,11/3/2015 0:00,43,Australia,19147
Instagram,11/3/2015 0:00,55,India,17208
Instagram,11/3/2015 0:00,86,Indonesia,42068
Instagram,11/3/2015 0:00,21,Malaysia,9753
Instagram,11/3/2015 0:00,1,New Zealand,1865
Instagram,11/3/2015 0:00,25,Singapore,4229
Twitter,11/3/2015 0:00,4,Australia,4768
Twitter,11/3/2015 0:00,14,India,10870
Twitter,11/3/2015 0:00,36,Indonesia,105832
Twitter,11/3/2015 0:00,3,Malaysia,4640
Twitter,11/3/2015 0:00,4,New Zealand,4934
Twitter,11/3/2015 0:00,3,Philippines,2594
Twitter,11/3/2015 0:00,1,Singapore,303
Facebook,12/3/2015 0:00,-8,Australia,115032
Facebook,12/3/2015 0:00,492,India,360359
Facebook,12/3/2015 0:00,186,Indonesia,295979
Facebook,12/3/2015 0:00,45,Malaysia,212614
Facebook,12/3/2015 0:00,21,New Zealand,29390
Facebook,12/3/2015 0:00,7,Philippines,51613
Facebook,12/3/2015 0:00,22,Singapore,90826
Instagram,12/3/2015 0:00,27,Australia,19174
Instagram,12/3/2015 0:00,64,India,17272
Instagram,12/3/2015 0:00,116,Indonesia,42184
Instagram,12/3/2015 0:00,26,Malaysia,9779
Instagram,12/3/2015 0:00,4,New Zealand,1869
Instagram,12/3/2015 0:00,27,Singapore,4256
Twitter,12/3/2015 0:00,1,Australia,4769
Twitter,12/3/2015 0:00,25,India,10895
Twitter,12/3/2015 0:00,48,Indonesia,105880
Twitter,12/3/2015 0:00,2,Malaysia,4642
Twitter,12/3/2015 0:00,4,New Zealand,4938
Twitter,12/3/2015 0:00,-3,Philippines,2591
Twitter,12/3/2015 0:00,1,Singapore,304
Facebook,13/3/2015 0:00,2,Australia,115034
Facebook,13/3/2015 0:00,240,India,360599
Facebook,13/3/2015 0:00,150,Indonesia,296129
Facebook,13/3/2015 0:00,30,Malaysia,212644
Facebook,13/3/2015 0:00,0,New Zealand,29390
Facebook,13/3/2015 0:00,10,Philippines,51623
Facebook,13/3/2015 0:00,41,Singapore,90867
Instagram,13/3/2015 0:00,50,Australia,19224
Instagram,13/3/2015 0:00,49,India,17321
Instagram,13/3/2015 0:00,68,Indonesia,42252
Instagram,13/3/2015 0:00,8,Malaysia,9787
Instagram,13/3/2015 0:00,4,New Zealand,1873
Instagram,13/3/2015 0:00,6,Singapore,4262
Twitter,13/3/2015 0:00,4,Australia,4773
Twitter,13/3/2015 0:00,19,India,10914
Twitter,13/3/2015 0:00,38,Indonesia,105918
Twitter,13/3/2015 0:00,-2,Malaysia,4640
Twitter,13/3/2015 0:00,-2,New Zealand,4936
Twitter,13/3/2015 0:00,2,Philippines,2593
Twitter,13/3/2015 0:00,1,Singapore,305
Facebook,14/3/2015 0:00,16,Australia,115050
Facebook,14/3/2015 0:00,-5,India,360594
Facebook,14/3/2015 0:00,105,Indonesia,296234
Facebook,14/3/2015 0:00,31,Malaysia,212675
Facebook,14/3/2015 0:00,8,New Zealand,29398
Facebook,14/3/2015 0:00,-1,Philippines,51622
Facebook,14/3/2015 0:00,29,Singapore,90896
Instagram,14/3/2015 0:00,46,Australia,19270
Instagram,14/3/2015 0:00,61,India,17382
Instagram,14/3/2015 0:00,93,Indonesia,42345
Instagram,14/3/2015 0:00,0,Malaysia,9787
Instagram,14/3/2015 0:00,4,New Zealand,1877
Instagram,14/3/2015 0:00,9,Singapore,4271
Twitter,14/3/2015 0:00,3,Australia,4776
Twitter,14/3/2015 0:00,13,India,10927
Twitter,14/3/2015 0:00,37,Indonesia,105955
Twitter,14/3/2015 0:00,2,Malaysia,4642
Twitter,14/3/2015 0:00,-3,New Zealand,4933
Twitter,14/3/2015 0:00,3,Philippines,2596
Twitter,14/3/2015 0:00,0,Singapore,305
Facebook,15/3/2015 0:00,31,Australia,115081
Facebook,15/3/2015 0:00,33,India,360627
Facebook,15/3/2015 0:00,104,Indonesia,296338
Facebook,15/3/2015 0:00,11,Malaysia,212686
Facebook,15/3/2015 0:00,8,New Zealand,29406
Facebook,15/3/2015 0:00,13,Philippines,51635
Facebook,15/3/2015 0:00,32,Singapore,90928
Instagram,15/3/2015 0:00,41,Australia,19311
Instagram,15/3/2015 0:00,54,India,17436
Instagram,15/3/2015 0:00,127,Indonesia,42472
Instagram,15/3/2015 0:00,12,Malaysia,9799
Instagram,15/3/2015 0:00,0,New Zealand,1877
Instagram,15/3/2015 0:00,3,Singapore,4274
Twitter,15/3/2015 0:00,0,Australia,4776
Twitter,15/3/2015 0:00,13,India,10940
Twitter,15/3/2015 0:00,25,Indonesia,105980
Twitter,15/3/2015 0:00,1,Malaysia,4643
Twitter,15/3/2015 0:00,0,New Zealand,4933
Twitter,15/3/2015 0:00,3,Philippines,2599
Twitter,15/3/2015 0:00,0,Singapore,305
Facebook,16/3/2015 0:00,-1704,Australia,113377
Facebook,16/3/2015 0:00,25,India,360652
Facebook,16/3/2015 0:00,100,Indonesia,296438
Facebook,16/3/2015 0:00,6,Malaysia,212692
Facebook,16/3/2015 0:00,23,New Zealand,29429
Facebook,16/3/2015 0:00,8,Philippines,51643
Facebook,16/3/2015 0:00,23,Singapore,90951
Instagram,16/3/2015 0:00,13,Australia,19324
Instagram,16/3/2015 0:00,24,India,17460
Instagram,16/3/2015 0:00,27,Indonesia,42499
Instagram,16/3/2015 0:00,22,Malaysia,9821
Instagram,16/3/2015 0:00,3,New Zealand,1880
Instagram,16/3/2015 0:00,6,Singapore,4280
Twitter,16/3/2015 0:00,6,Australia,4782
Twitter,16/3/2015 0:00,23,India,10963
Twitter,16/3/2015 0:00,50,Indonesia,106030
Twitter,16/3/2015 0:00,4,Malaysia,4647
Twitter,16/3/2015 0:00,6,New Zealand,4939
Twitter,16/3/2015 0:00,3,Philippines,2602
Twitter,16/3/2015 0:00,-1,Singapore,304
Facebook,17/3/2015 0:00,23,Australia,113400
Facebook,17/3/2015 0:00,51,India,360703
Facebook,17/3/2015 0:00,-8302,Indonesia,288136
Facebook,17/3/2015 0:00,-3,Malaysia,212689
Facebook,17/3/2015 0:00,12,New Zealand,29441
Facebook,17/3/2015 0:00,-948,Philippines,50695
Facebook,17/3/2015 0:00,-13,Singapore,90938
Instagram,17/3/2015 0:00,60,Australia,19384
Instagram,17/3/2015 0:00,38,India,17498
Instagram,17/3/2015 0:00,93,Indonesia,42592
Instagram,17/3/2015 0:00,11,Malaysia,9832
Instagram,17/3/2015 0:00,0,New Zealand,1880
Instagram,17/3/2015 0:00,5,Singapore,4285
Twitter,17/3/2015 0:00,3,Australia,4785
Twitter,17/3/2015 0:00,21,India,10984
Twitter,17/3/2015 0:00,30,Indonesia,106060
Twitter,17/3/2015 0:00,0,Malaysia,4647
Twitter,17/3/2015 0:00,-2,New Zealand,4937
Twitter,17/3/2015 0:00,1,Philippines,2603
Twitter,17/3/2015 0:00,-1,Singapore,303
Facebook,18/3/2015 0:00,2,Australia,113402
Facebook,18/3/2015 0:00,603,India,361306
Facebook,18/3/2015 0:00,61,Indonesia,288197
Facebook,18/3/2015 0:00,-9773,Malaysia,202916
Facebook,18/3/2015 0:00,3,New Zealand,29444
Facebook,18/3/2015 0:00,13,Philippines,50708
Facebook,18/3/2015 0:00,-7,Singapore,90931
Instagram,18/3/2015 0:00,24,Australia,19408
Instagram,18/3/2015 0:00,41,India,17539
Instagram,18/3/2015 0:00,103,Indonesia,42695
Instagram,18/3/2015 0:00,23,Malaysia,9855
Instagram,18/3/2015 0:00,3,New Zealand,1883
Instagram,18/3/2015 0:00,10,Singapore,4295
Twitter,18/3/2015 0:00,3,Australia,4788
Twitter,18/3/2015 0:00,30,India,11014
Twitter,18/3/2015 0:00,17,Indonesia,106077
Twitter,18/3/2015 0:00,2,Malaysia,4649
Twitter,18/3/2015 0:00,3,New Zealand,4940
Twitter,18/3/2015 0:00,-2,Philippines,2601
Twitter,18/3/2015 0:00,0,Singapore,303
Facebook,19/3/2015 0:00,3,Australia,113405
Facebook,19/3/2015 0:00,766,India,362072
Facebook,19/3/2015 0:00,1,Indonesia,288198
Facebook,19/3/2015 0:00,48,Malaysia,202964
Facebook,19/3/2015 0:00,-632,New Zealand,28812
Facebook,19/3/2015 0:00,7,Philippines,50715
Facebook,19/3/2015 0:00,-3,Singapore,90928
Instagram,19/3/2015 0:00,25,Australia,19433
Instagram,19/3/2015 0:00,43,India,17582
Instagram,19/3/2015 0:00,101,Indonesia,42796
Instagram,19/3/2015 0:00,13,Malaysia,9868
Instagram,19/3/2015 0:00,3,New Zealand,1886
Instagram,19/3/2015 0:00,5,Singapore,4300
Twitter,19/3/2015 0:00,3,Australia,4791
Twitter,19/3/2015 0:00,28,India,11042
Twitter,19/3/2015 0:00,37,Indonesia,106114
Twitter,19/3/2015 0:00,1,Malaysia,4650
Twitter,19/3/2015 0:00,-1,New Zealand,4939
Twitter,19/3/2015 0:00,0,Philippines,2601
Twitter,19/3/2015 0:00,0,Singapore,303
Facebook,20/3/2015 0:00,1,Australia,113406
Facebook,20/3/2015 0:00,-15657,India,346415
Facebook,20/3/2015 0:00,32,Indonesia,288230
Facebook,20/3/2015 0:00,0,Malaysia,202964
Facebook,20/3/2015 0:00,11,New Zealand,28823
Facebook,20/3/2015 0:00,7,Philippines,50722
Facebook,20/3/2015 0:00,56,Singapore,90984
Instagram,20/3/2015 0:00,46,Australia,19479
Instagram,20/3/2015 0:00,73,India,17655
Instagram,20/3/2015 0:00,264,Indonesia,43060
Instagram,20/3/2015 0:00,23,Malaysia,9891
Instagram,20/3/2015 0:00,2,New Zealand,1888
Instagram,20/3/2015 0:00,12,Singapore,4312
Twitter,20/3/2015 0:00,1,Australia,4792
Twitter,20/3/2015 0:00,11,India,11053
Twitter,20/3/2015 0:00,48,Indonesia,106162
Twitter,20/3/2015 0:00,-1,Malaysia,4649
Twitter,20/3/2015 0:00,0,New Zealand,4939
Twitter,20/3/2015 0:00,2,Philippines,2603
Twitter,20/3/2015 0:00,0,Singapore,303
Facebook,21/3/2015 0:00,3,Australia,113409
Facebook,21/3/2015 0:00,1052,India,347467
Facebook,21/3/2015 0:00,73,Indonesia,288303
Facebook,21/3/2015 0:00,12,Malaysia,202976
Facebook,21/3/2015 0:00,1,New Zealand,28824
Facebook,21/3/2015 0:00,95,Philippines,50817
Facebook,21/3/2015 0:00,58,Singapore,91042
Instagram,21/3/2015 0:00,36,Australia,19515
Instagram,21/3/2015 0:00,37,India,17692
Instagram,21/3/2015 0:00,140,Indonesia,43200
Instagram,21/3/2015 0:00,14,Malaysia,9905
Instagram,21/3/2015 0:00,6,New Zealand,1894
Instagram,21/3/2015 0:00,10,Singapore,4322
Twitter,21/3/2015 0:00,4,Australia,4796
Twitter,21/3/2015 0:00,27,India,11080
Twitter,21/3/2015 0:00,44,Indonesia,106206
Twitter,21/3/2015 0:00,0,Malaysia,4649
Twitter,21/3/2015 0:00,4,New Zealand,4943
Twitter,21/3/2015 0:00,1,Philippines,2604
Twitter,21/3/2015 0:00,0,Singapore,303
Facebook,22/3/2015 0:00,-1,Australia,113408
Facebook,22/3/2015 0:00,1077,India,348544
Facebook,22/3/2015 0:00,136,Indonesia,288439
Facebook,22/3/2015 0:00,16,Malaysia,202992
Facebook,22/3/2015 0:00,18,New Zealand,28842
Facebook,22/3/2015 0:00,39,Philippines,50856
Facebook,22/3/2015 0:00,65,Singapore,91107
Instagram,22/3/2015 0:00,20,Australia,19535
Instagram,22/3/2015 0:00,55,India,17747
Instagram,22/3/2015 0:00,153,Indonesia,43353
Instagram,22/3/2015 0:00,26,Malaysia,9931
Instagram,22/3/2015 0:00,9,New Zealand,1903
Instagram,22/3/2015 0:00,5,Singapore,4327
Twitter,22/3/2015 0:00,3,Australia,4799
Twitter,22/3/2015 0:00,23,India,11103
Twitter,22/3/2015 0:00,46,Indonesia,106252
Twitter,22/3/2015 0:00,2,Malaysia,4651
Twitter,22/3/2015 0:00,2,New Zealand,4945
Twitter,22/3/2015 0:00,1,Philippines,2605
Twitter,22/3/2015 0:00,-1,Singapore,302
Facebook,23/3/2015 0:00,13,Australia,113421
Facebook,23/3/2015 0:00,930,India,349474
Facebook,23/3/2015 0:00,84,Indonesia,288523
Facebook,23/3/2015 0:00,34,Malaysia,203026
Facebook,22/1/2015 0:00,27,New Zealand,28869
Facebook,22/1/2015 0:00,89,Philippines,50945
Facebook,22/1/2015 0:00,114,Singapore,91221
Instagram,22/1/2015 0:00,78,Australia,19613
Instagram,22/1/2015 0:00,64,India,17811
Instagram,22/1/2015 0:00,70,Indonesia,43423
Instagram,22/1/2015 0:00,12,Malaysia,9943
Instagram,22/1/2015 0:00,4,New Zealand,1907
Instagram,22/1/2015 0:00,9,Singapore,4336
Twitter,22/1/2015 0:00,3,Australia,4802
Twitter,22/1/2015 0:00,19,India,11122
Twitter,22/1/2015 0:00,25,Indonesia,106277
Twitter,22/1/2015 0:00,7,Malaysia,4658
Twitter,22/1/2015 0:00,-2,New Zealand,4943
Twitter,22/1/2015 0:00,4,Philippines,2609
Twitter,22/1/2015 0:00,0,Singapore,302
Facebook,23/1/2015 0:00,14,Australia,113435
Facebook,23/1/2015 0:00,290,India,349764
Facebook,23/1/2015 0:00,18,Indonesia,288541
Facebook,23/1/2015 0:00,29,Malaysia,203055
Facebook,23/1/2015 0:00,12,New Zealand,28881
Facebook,23/1/2015 0:00,41,Philippines,50986
Facebook,23/1/2015 0:00,128,Singapore,91349
Instagram,23/1/2015 0:00,35,Australia,19648
Instagram,23/1/2015 0:00,62,India,17873
Instagram,23/1/2015 0:00,68,Indonesia,43491
Instagram,23/1/2015 0:00,13,Malaysia,9956
Instagram,23/1/2015 0:00,4,New Zealand,1911
Instagram,23/1/2015 0:00,6,Singapore,4342
Twitter,23/1/2015 0:00,-1,Australia,4801
Twitter,23/1/2015 0:00,12,India,11134
Twitter,23/1/2015 0:00,12,Indonesia,106289
Twitter,23/1/2015 0:00,3,Malaysia,4661
Twitter,23/1/2015 0:00,-1,New Zealand,4942
Twitter,23/1/2015 0:00,0,Philippines,2609
Twitter,23/1/2015 0:00,0,Singapore,302
Facebook,24/1/2015 0:00,8,Australia,113443
Facebook,24/1/2015 0:00,330,India,350094
Facebook,24/1/2015 0:00,7,Indonesia,288548
Facebook,24/1/2015 0:00,30,Malaysia,203085
Facebook,24/1/2015 0:00,16,New Zealand,28897
Facebook,24/1/2015 0:00,15,Philippines,51001
Facebook,24/1/2015 0:00,178,Singapore,91527
Instagram,24/1/2015 0:00,52,Australia,19700
Instagram,24/1/2015 0:00,67,India,17940
Instagram,24/1/2015 0:00,61,Indonesia,43552
Instagram,24/1/2015 0:00,6,Malaysia,9962
Instagram,24/1/2015 0:00,2,New Zealand,1913
Instagram,24/1/2015 0:00,6,Singapore,4348
Twitter,24/1/2015 0:00,3,Australia,4804
Twitter,24/1/2015 0:00,34,India,11168
Twitter,24/1/2015 0:00,31,Indonesia,106320
Twitter,24/1/2015 0:00,4,Malaysia,4665
Twitter,24/1/2015 0:00,1,New Zealand,4943
Twitter,24/1/2015 0:00,-1,Philippines,2608
Twitter,24/1/2015 0:00,0,Singapore,302
Facebook,25/1/2015 0:00,6,Australia,113449
Facebook,25/1/2015 0:00,464,India,350558
Facebook,25/1/2015 0:00,14,Indonesia,288562
Facebook,25/1/2015 0:00,35,Malaysia,203120
Facebook,25/1/2015 0:00,17,New Zealand,28914
Facebook,25/1/2015 0:00,29,Philippines,51030
Facebook,25/1/2015 0:00,217,Singapore,91744
Instagram,25/1/2015 0:00,48,Australia,19748
Instagram,25/1/2015 0:00,83,India,18023
Instagram,25/1/2015 0:00,57,Indonesia,43609
Instagram,25/1/2015 0:00,5,Malaysia,9967
Instagram,25/1/2015 0:00,0,New Zealand,1913
Instagram,25/1/2015 0:00,5,Singapore,4353
Twitter,25/1/2015 0:00,5,Australia,4809
Twitter,25/1/2015 0:00,22,India,11190
Twitter,25/1/2015 0:00,20,Indonesia,106340
Twitter,25/1/2015 0:00,5,Malaysia,4670
Twitter,25/1/2015 0:00,-2,New Zealand,4941
Twitter,25/1/2015 0:00,3,Philippines,2611
Twitter,25/1/2015 0:00,0,Singapore,302
Facebook,26/1/2015 0:00,8,Australia,113457
Facebook,26/1/2015 0:00,343,India,350901
Facebook,26/1/2015 0:00,23,Indonesia,288585
Facebook,26/1/2015 0:00,52,Malaysia,203172
Facebook,26/1/2015 0:00,17,New Zealand,28931
Facebook,26/1/2015 0:00,20,Philippines,51050
Facebook,26/1/2015 0:00,215,Singapore,91959
Instagram,26/1/2015 0:00,35,Australia,19783
Instagram,26/1/2015 0:00,22,India,18045
Instagram,26/1/2015 0:00,24,Indonesia,43633
Instagram,26/1/2015 0:00,15,Malaysia,9982
Instagram,26/1/2015 0:00,1,New Zealand,1914
Instagram,26/1/2015 0:00,3,Singapore,4356
Twitter,26/1/2015 0:00,6,Australia,4815
Twitter,26/1/2015 0:00,11,India,11201
Twitter,26/1/2015 0:00,41,Indonesia,106381
Twitter,26/1/2015 0:00,4,Malaysia,4674
Twitter,26/1/2015 0:00,1,New Zealand,4942
Twitter,26/1/2015 0:00,-1,Philippines,2610
Twitter,26/1/2015 0:00,-1,Singapore,301
Facebook,27/1/2015 0:00,4,Australia,113461
Facebook,27/1/2015 0:00,241,India,351142
Facebook,27/1/2015 0:00,33,Indonesia,288618
Facebook,27/1/2015 0:00,49,Malaysia,203221
Facebook,27/1/2015 0:00,22,New Zealand,28953
Facebook,27/1/2015 0:00,12,Philippines,51062
Facebook,27/1/2015 0:00,189,Singapore,92148
Instagram,27/1/2015 0:00,42,Australia,19825
Instagram,27/1/2015 0:00,167,India,18212
Instagram,27/1/2015 0:00,85,Indonesia,43718
Instagram,27/1/2015 0:00,11,Malaysia,9993
Instagram,27/1/2015 0:00,4,New Zealand,1918
